[2014/05/02 01:00:23] Scheduled ASAP backup.
[2014/05/02 01:01:27] Begining Backup.
[2014/05/02 01:01:27] SQL file created: /srv/www/vvv-ass/wordpress-plugins/htdocs/wp-content/upgrade/dreamobject-db-backup.sql (676 kB).
[2014/05/02 01:01:27] SQL filename added to zip.
[2014/05/02 01:01:27] Creating zip file ...
[2014/05/02 01:01:27] Calculating zip file size ...
[2014/05/02 01:01:27] Zip file generated: /srv/www/vvv-ass/wordpress-plugins/htdocs/wp-content/upgrade/dreamobject-backups.zip (133 kB).
[2014/05/02 01:01:27] New filename local.plugins.dev/2014-05-02-010127.zip.
[2014/05/02 01:04:55] Begining Backup.
[2014/05/02 01:04:55] SQL file created: /srv/www/vvv-ass/wordpress-plugins/htdocs/wp-content/upgrade/dreamobject-db-backup.sql (676 kB).
[2014/05/02 01:04:55] SQL filename added to zip.
[2014/05/02 01:04:55] Creating zip file ...
[2014/05/02 01:04:55] Calculating zip file size ...
[2014/05/02 01:04:55] Zip file generated: /srv/www/vvv-ass/wordpress-plugins/htdocs/wp-content/upgrade/dreamobject-backups.zip (133 kB).
[2014/05/02 01:04:56] New filename local.plugins.dev/2014-05-02-010456.zip.
[2014/05/02 01:05:24] Begining Backup.
[2014/05/02 01:05:24] SQL file created: /srv/www/vvv-ass/wordpress-plugins/htdocs/wp-content/upgrade/dreamobject-db-backup.sql (676 kB).
[2014/05/02 01:05:24] SQL filename added to zip.
[2014/05/02 01:05:24] Creating zip file ...
[2014/05/02 01:05:25] Calculating zip file size ...
[2014/05/02 01:05:25] Zip file generated: /srv/www/vvv-ass/wordpress-plugins/htdocs/wp-content/upgrade/dreamobject-backups.zip (133 kB).
[2014/05/02 01:05:25] New filename local.plugins.dev/2014-05-02-010525.zip.
[2014/05/02 01:05:27] File failed to create /srv/www/vvv-ass/wordpress-plugins/htdocs/wp-content/upgrade/dreamobject-backups.zip in DreamObjects as local.plugins.dev/2014-05-02-010525.zip. Status: .
[2014/05/02 01:05:27] Deleting zip file: /srv/www/vvv-ass/wordpress-plugins/htdocs/wp-content/upgrade/dreamobject-backups.zip ...
[2014/05/02 01:05:27] Deleting SQL file: /srv/www/vvv-ass/wordpress-plugins/htdocs/wp-content/upgrade/dreamobject-db-backup.sql ...
[2014/05/02 01:05:27] Removed backup wp-content/uploads/2010/08/unicorn-wallpaper-672x372.jpg from DreamObjects, per user retention choice.
[2014/05/02 01:35:30] New filename local.plugins.dev/2014-05-02-013530.zip.
[2014/05/02 01:35:32] Failure. File failed to create /srv/www/vvv-ass/wordpress-plugins/htdocs/wp-content/upgrade/dreamobject-backups.zip  as local.plugins.dev/2014-05-02-013530.zip in DreamObjects.
[2014/05/02 01:35:32] Deleting zip file: /srv/www/vvv-ass/wordpress-plugins/htdocs/wp-content/upgrade/dreamobject-backups.zip ...
[2014/05/02 01:35:32] Deleting SQL file: /srv/www/vvv-ass/wordpress-plugins/htdocs/wp-content/upgrade/dreamobject-db-backup.sql ...
[2014/05/02 01:35:33] Backup Complete.
[2014/05/02 01:35:33] 
[2014/05/02 01:36:24] Begining Backup.
[2014/05/02 01:36:24] SQL file created: /srv/www/vvv-ass/wordpress-plugins/htdocs/wp-content/upgrade/dreamobject-db-backup.sql (676 kB).
[2014/05/02 01:36:24] SQL filename added to zip.
[2014/05/02 01:36:24] Creating zip file ...
[2014/05/02 01:36:24] Calculating zip file size ...
[2014/05/02 01:36:24] Zip file generated: /srv/www/vvv-ass/wordpress-plugins/htdocs/wp-content/upgrade/dreamobject-backups.zip (133 kB).
[2014/05/02 01:36:26] New filename local.plugins.dev/2014-05-02-013626.zip.
[2014/05/02 01:36:29] Failure. File failed to create /srv/www/vvv-ass/wordpress-plugins/htdocs/wp-content/upgrade/dreamobject-backups.zip  as local.plugins.dev/2014-05-02-013626.zip in DreamObjects.
[2014/05/02 01:36:29] exception 'Aws\S3\Exception\InvalidArgumentException' in /srv/www/vvv-ass/wordpress-plugins/htdocs/wp-content/plugins/dreamspeed/vendor/aws/Aws/Common/Exception/NamespaceExceptionFactory.php:91
Stack trace:
#0 /srv/www/vvv-ass/wordpress-plugins/htdocs/wp-content/plugins/dreamspeed/vendor/aws/Aws/Common/Exception/NamespaceExceptionFactory.php(76): Aws\Common\Exception\NamespaceExceptionFactory->createException('Aws\S3\Exceptio...', Object(Guzzle\Http\Message\EntityEnclosingRequest), Object(Guzzle\Http\Message\Response), Array)
#1 /srv/www/vvv-ass/wordpress-plugins/htdocs/wp-content/plugins/dreamspeed/vendor/aws/Aws/Common/Exception/ExceptionListener.php(55): Aws\Common\Exception\NamespaceExceptionFactory->fromResponse(Object(Guzzle\Http\Message\EntityEnclosingRequest), Object(Guzzle\Http\Message\Response))
#2 [internal function]: Aws\Common\Exception\ExceptionListener->onRequestError(Object(Guzzle\Common\Event), 'request.error', Object(Symfony\Component\EventDispatcher\EventDispatcher))
#3 /srv/www/wp-cli/vendor/symfony/event-dispatcher/Symfony/Component/EventDispatcher/EventDispatcher.php(164): call_user_func(Array, Object(Guzzle\Common\Event), 'request.error', Object(Symfony\Component\EventDispatcher\EventDispatcher))
#4 /srv/www/wp-cli/vendor/symfony/event-dispatcher/Symfony/Component/EventDispatcher/EventDispatcher.php(53): Symfony\Component\EventDispatcher\EventDispatcher->doDispatch(Array, 'request.error', Object(Guzzle\Common\Event))
#5 /srv/www/vvv-ass/wordpress-plugins/htdocs/wp-content/plugins/dreamspeed/vendor/aws/Guzzle/Http/Message/Request.php(589): Symfony\Component\EventDispatcher\EventDispatcher->dispatch('request.error', Object(Guzzle\Common\Event))
#6 /srv/www/vvv-ass/wordpress-plugins/htdocs/wp-content/plugins/dreamspeed/vendor/aws/Guzzle/Http/Message/Request.php(378): Guzzle\Http\Message\Request->processResponse(Array)
#7 /srv/www/vvv-ass/wordpress-plugins/htdocs/wp-content/plugins/dreamspeed/vendor/aws/Guzzle/Http/Message/EntityEnclosingRequest.php(50): Guzzle\Http\Message\Request->setState('complete', Array)
#8 /srv/www/vvv-ass/wordpress-plugins/htdocs/wp-content/plugins/dreamspeed/vendor/aws/Guzzle/Http/Curl/CurlMulti.php(287): Guzzle\Http\Message\EntityEnclosingRequest->setState('complete', Array)
#9 /srv/www/vvv-ass/wordpress-plugins/htdocs/wp-content/plugins/dreamspeed/vendor/aws/Guzzle/Http/Curl/CurlMulti.php(245): Guzzle\Http\Curl\CurlMulti->processResponse(Object(Guzzle\Http\Message\EntityEnclosingRequest), Object(Guzzle\Http\Curl\CurlHandle), Array)
#10 /srv/www/vvv-ass/wordpress-plugins/htdocs/wp-content/plugins/dreamspeed/vendor/aws/Guzzle/Http/Curl/CurlMulti.php(228): Guzzle\Http\Curl\CurlMulti->processMessages()
#11 /srv/www/vvv-ass/wordpress-plugins/htdocs/wp-content/plugins/dreamspeed/vendor/aws/Guzzle/Http/Curl/CurlMulti.php(212): Guzzle\Http\Curl\CurlMulti->executeHandles()
#12 /srv/www/vvv-ass/wordpress-plugins/htdocs/wp-content/plugins/dreamspeed/vendor/aws/Guzzle/Http/Curl/CurlMulti.php(105): Guzzle\Http\Curl\CurlMulti->perform()
#13 /srv/www/vvv-ass/wordpress-plugins/htdocs/wp-content/plugins/dreamspeed/vendor/aws/Guzzle/Http/Curl/CurlMultiProxy.php(91): Guzzle\Http\Curl\CurlMulti->send()
#14 /srv/www/vvv-ass/wordpress-plugins/htdocs/wp-content/plugins/dreamspeed/vendor/aws/Guzzle/Http/Client.php(282): Guzzle\Http\Curl\CurlMultiProxy->send()
#15 /srv/www/vvv-ass/wordpress-plugins/htdocs/wp-content/plugins/dreamspeed/vendor/aws/Aws/Common/Client/AbstractClient.php(283): Guzzle\Http\Client->send(Object(Guzzle\Http\Message\EntityEnclosingRequest))
#16 /srv/www/vvv-ass/wordpress-plugins/htdocs/wp-content/plugins/dreamspeed/vendor/aws/Guzzle/Service/Client.php(136): Aws\Common\Client\AbstractClient->send(Object(Guzzle\Http\Message\EntityEnclosingRequest))
#17 /srv/www/vvv-ass/wordpress-plugins/htdocs/wp-content/plugins/dreamspeed/vendor/aws/Guzzle/Service/Command/AbstractCommand.php(154): Guzzle\Service\Client->execute(Object(Aws\S3\Command\S3Command))
#18 /srv/www/vvv-ass/wordpress-plugins/htdocs/wp-content/plugins/dreamspeed/vendor/aws/Guzzle/Service/Command/AbstractCommand.php(190): Guzzle\Service\Command\AbstractCommand->execute()
#19 /srv/www/vvv-ass/wordpress-plugins/htdocs/wp-content/plugins/dreamspeed/vendor/aws/Aws/S3/Model/MultipartUpload/AbstractTransfer.php(87): Guzzle\Service\Command\AbstractCommand->getResult()
#20 /srv/www/vvv-ass/wordpress-plugins/htdocs/wp-content/plugins/dreamspeed/vendor/aws/Aws/Common/Model/MultipartUpload/AbstractTransfer.php(204): Aws\S3\Model\MultipartUpload\AbstractTransfer->complete()
#21 /srv/www/vvv-ass/wordpress-plugins/htdocs/wp-content/plugins/dreamobjects/lib/dhdo.php(295): Aws\Common\Model\MultipartUpload\AbstractTransfer->upload()
#22 [internal function]: DHDO::backup(Array)
#23 /srv/www/vvv-ass/wordpress-plugins/htdocs/wp-includes/plugin.php(470): call_user_func_array(Array, Array)
#24 /srv/www/vvv-ass/wordpress-plugins/htdocs/wp-content/plugins/dreamobjects/lib/wp-cli.php(45): do_action('dh-do-backup', Array)
#25 [internal function]: DreamObjects_Command->backup(Array, Array)
#26 /srv/www/wp-cli/php/WP_CLI/Dispatcher/CommandFactory.php(52): call_user_func(Array, Array, Array)
#27 [internal function]: WP_CLI\Dispatcher\CommandFactory::WP_CLI\Dispatcher\{closure}(Array, Array)
#28 /srv/www/wp-cli/php/WP_CLI/Dispatcher/Subcommand.php(290): call_user_func(Object(Closure), Array, Array)
#29 /srv/www/wp-cli/php/WP_CLI/Runner.php(306): WP_CLI\Dispatcher\Subcommand->invoke(Array, Array, Array)
#30 /srv/www/wp-cli/php/WP_CLI/Runner.php(313): WP_CLI\Runner->run_command(Array, Array)
#31 /srv/www/wp-cli/php/WP_CLI/Runner.php(686): WP_CLI\Runner->_run_command()
#32 /srv/www/wp-cli/php/wp-cli.php(34): WP_CLI\Runner->after_wp_load()
#33 /srv/www/wp-cli/php/boot-fs.php(17): include('/srv/www/wp-cli...')
#34 {main}

Next exception 'Aws\Common\Exception\MultipartUploadException' with message 'An error was encountered while performing a multipart upload: ' in /srv/www/vvv-ass/wordpress-plugins/htdocs/wp-content/plugins/dreamspeed/vendor/aws/Aws/Common/Model/MultipartUpload/AbstractTransfer.php:208
Stack trace:
#0 /srv/www/vvv-ass/wordpress-plugins/htdocs/wp-content/plugins/dreamobjects/lib/dhdo.php(295): Aws\Common\Model\MultipartUpload\AbstractTransfer->upload()
#1 [internal function]: DHDO::backup(Array)
#2 /srv/www/vvv-ass/wordpress-plugins/htdocs/wp-includes/plugin.php(470): call_user_func_array(Array, Array)
#3 /srv/www/vvv-ass/wordpress-plugins/htdocs/wp-content/plugins/dreamobjects/lib/wp-cli.php(45): do_action('dh-do-backup', Array)
#4 [internal function]: DreamObjects_Command->backup(Array, Array)
#5 /srv/www/wp-cli/php/WP_CLI/Dispatcher/CommandFactory.php(52): call_user_func(Array, Array, Array)
#6 [internal function]: WP_CLI\Dispatcher\CommandFactory::WP_CLI\Dispatcher\{closure}(Array, Array)
#7 /srv/www/wp-cli/php/WP_CLI/Dispatcher/Subcommand.php(290): call_user_func(Object(Closure), Array, Array)
#8 /srv/www/wp-cli/php/WP_CLI/Runner.php(306): WP_CLI\Dispatcher\Subcommand->invoke(Array, Array, Array)
#9 /srv/www/wp-cli/php/WP_CLI/Runner.php(313): WP_CLI\Runner->run_command(Array, Array)
#10 /srv/www/wp-cli/php/WP_CLI/Runner.php(686): WP_CLI\Runner->_run_command()
#11 /srv/www/wp-cli/php/wp-cli.php(34): WP_CLI\Runner->after_wp_load()
#12 /srv/www/wp-cli/php/boot-fs.php(17): include('/srv/www/wp-cli...')
#13 {main}
[2014/05/02 01:36:29] Deleting zip file: /srv/www/vvv-ass/wordpress-plugins/htdocs/wp-content/upgrade/dreamobject-backups.zip ...
[2014/05/02 01:36:29] Deleting SQL file: /srv/www/vvv-ass/wordpress-plugins/htdocs/wp-content/upgrade/dreamobject-db-backup.sql ...
[2014/05/02 01:36:29] Backup Complete.
[2014/05/02 01:36:29] 
